input_type,address,resolved_address,chain,network,ens_name,is_contract,eth_balance,eth_balance_wei,generated_at,erc20_token_count,erc20_top_symbols,erc20_top_value_usd,analysis_type,analysis_size,analysis_from,analysis_to,txlist_truncated,tx_count,active_days,tx_per_day,max_txs_in_single_day,tx_simple_eth_transfer_count,tx_contract_call_count,tx_contract_creation_count,tx_to_contract_count,tx_to_eoa_count,tx_type_ratio,eth_in_tx_count,eth_out_tx_count,eth_in_unique_senders,eth_out_unique_receivers,eth_in_total,eth_out_total,eth_net_flow,eth_in_avg,eth_in_median,eth_in_p95,eth_in_max,eth_out_avg,eth_out_median,eth_out_p95,eth_out_max,eth_out_min_nonzero,dust_threshold_eth,eth_in_dust_tx_count,eth_out_dust_tx_count,tornado_counterparty_exposure,counterparties_total,counterparties_users_total,counterparties_checked,counterparties_tornado_exposed_count,counterparties_tornado_exposed_share
address,0xdB9751A4624fa32F568ad5Bb8536977a71AcF627,0xdB9751A4624fa32F568ad5Bb8536977a71AcF627,ethereum,mainnet,,false,0.0,0,2026-02-03T15:32:48.415Z,0,,0,last_n_txs,200,2026-02-01T15:40:23.000Z,2026-02-01T15:59:59.000Z,false,2,1,2,2,2,0,0,0,2,2:0:0,1,1,1,1,0.1300168,0.129998158678735,0.000018641321265,0.1300168,0.1300168,0.1300168,0.1300168,0.129998158678735,0.129998158678735,0.129998158678735,0.129998158678735,0.129998158678735,0.001,0,0,true,2,2,2,1,50%
