input_type,address,resolved_address,chain,network,ens_name,is_contract,eth_balance,eth_balance_wei,generated_at,erc20_token_count,erc20_top_symbols,erc20_top_value_usd,analysis_type,analysis_size,analysis_from,analysis_to,txlist_truncated,tx_count,active_days,tx_per_day,max_txs_in_single_day,tx_simple_eth_transfer_count,tx_contract_call_count,tx_contract_creation_count,tx_to_contract_count,tx_to_eoa_count,tx_type_ratio,eth_in_tx_count,eth_out_tx_count,eth_in_unique_senders,eth_out_unique_receivers,eth_in_total,eth_out_total,eth_net_flow,eth_in_avg,eth_in_median,eth_in_p95,eth_in_max,eth_out_avg,eth_out_median,eth_out_p95,eth_out_max,eth_out_min_nonzero,dust_threshold_eth,eth_in_dust_tx_count,eth_out_dust_tx_count,tornado_direct_exposure,tornado_direct_tx_count,tornado_counterparty_exposure,counterparties_total,counterparties_users_total,counterparties_checked,counterparties_tornado_exposed_count,counterparties_tornado_exposed_share
address,0x3Ea9f404B46d58E4FA90ec551acF16A1CD057619,0x3Ea9f404B46d58E4FA90ec551acF16A1CD057619,ethereum,mainnet,,false,0.028888476474216906,28888476474216906,2026-02-03T15:56:18.982Z,1,ETH,66.32309,last_n_txs,200,2026-02-01T15:59:59.000Z,2026-02-02T23:30:35.000Z,false,3,2,1.5,2,1,2,0,2,1,1:2:0,1,1,1,1,0.129998158678735,0.1,0.029998158678735,0.129998158678735,0.129998158678735,0.129998158678735,0.129998158678735,0.1,0.1,0.1,0.1,0.1,0.001,0,0,true,1,false,3,1,1,0,0%
