input_type,address,resolved_address,chain,network,ens_name,is_contract,eth_balance,eth_balance_wei,generated_at,erc20_token_count,erc20_top_symbols,erc20_top_value_usd,analysis_type,analysis_size,analysis_from,analysis_to,txlist_truncated,tx_count,active_days,tx_per_day,max_txs_in_single_day,tx_simple_eth_transfer_count,tx_contract_call_count,tx_contract_creation_count,tx_to_contract_count,tx_to_eoa_count,tx_type_ratio,eth_in_tx_count,eth_out_tx_count,eth_in_unique_senders,eth_out_unique_receivers,eth_in_total,eth_out_total,eth_net_flow,eth_in_avg,eth_in_median,eth_in_p95,eth_in_max,eth_out_avg,eth_out_median,eth_out_p95,eth_out_max,eth_out_min_nonzero,dust_threshold_eth,eth_in_dust_tx_count,eth_out_dust_tx_count,tornado_counterparty_exposure,counterparties_total,counterparties_users_total,counterparties_checked,counterparties_tornado_exposed_count,counterparties_tornado_exposed_share
address,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,ethereum,mainnet,vitalik.eth,true,32.11562528828101121,32115625288281011210,2026-02-03T15:49:15.996Z,7868,WHITE;MOODENG;KNC;ETH;OMG,1265357.522,last_n_txs,200,2025-12-03T16:59:47.000Z,2026-02-01T05:21:47.000Z,true,200,51,3.3333333333333335,32,147,48,0,199,1,147:48:0,147,2,41,2,0.008221497595704911,1.011906,-1.003684502404295089,0.000055928555072822,0.000012122025,0.0001,0.0031011994,0.505953,0.505953,1.0,1.0,0.011906,0.001,144,0,false,58,47,25,0,0%
